1.03514e+06     3.8309    3.83108    3.83817    3.83817    3.83817    3.83817
1.07152e+06    3.82307    3.82324    3.83031    3.83031    3.83031    3.83031
1.10917e+06    3.81149    3.81165    3.81868    3.81868    3.81868    3.81868
1.14815e+06     3.8001    3.80026    3.80724    3.80724    3.80724    3.80724
1.1885e+06    3.78891    3.78906    3.79601    3.79601    3.79601    3.79601
1.23027e+06    3.77417    3.77431    3.78122    3.78122    3.78122    3.78122
1.2735e+06    3.75969    3.75981    3.76668    3.76668    3.76668    3.76668
1.31826e+06    3.74187    3.74199    3.74881    3.74881    3.74881    3.74881
1.36458e+06    3.72436    3.72447    3.73125    3.73125    3.73125    3.73125
1.41254e+06    3.70376    3.70386    3.71058    3.71058    3.71058    3.71058
1.46218e+06     3.6835     3.6836    3.69028    3.69028    3.69028    3.69028
1.51356e+06     3.6604    3.66049    3.66711    3.66711    3.66711    3.66711
1.56675e+06    3.63768    3.63777    3.64434    3.64434    3.64434    3.64434
1.62181e+06    3.61236    3.61244    3.61895    3.61895    3.61895    3.61895
1.6788e+06    3.58746    3.58754    3.59399    3.59399    3.59399    3.59399
1.7378e+06    3.56017    3.56024    3.56664    3.56664    3.56664    3.56664
1.79887e+06    3.53335    3.53341    3.53975    3.53975    3.53975    3.53975
1.86209e+06    3.50434     3.5044    3.51068    3.51068    3.51068    3.51068
1.92752e+06    3.47338    3.47343    3.47965    3.47965    3.47965    3.47965
1.99526e+06    3.44294      3.443    3.44915    3.44915    3.44915    3.44915
2.06538e+06    3.41074    3.41079    3.41688    3.41688    3.41688    3.41688
2.13796e+06    3.37909    3.37914    3.38516    3.38516    3.38516    3.38516
2.21309e+06    3.34798    3.34802    3.35399    3.35399    3.35399    3.35399
2.29087e+06    3.31741    3.31744    3.32334    3.32334    3.32334    3.32334
2.37137e+06    3.27818    3.27821    3.28404    3.28404    3.28404    3.28404
2.45471e+06    3.23962    3.23965     3.2454     3.2454     3.2454     3.2454
2.54097e+06    3.20172    3.20175    3.20743    3.20743    3.20743    3.20743
2.63027e+06    3.16447     3.1645    3.17011    3.17011    3.17011    3.17011
2.7227e+06    3.12786    3.12788    3.13342    3.13342    3.13342    3.13342
2.81838e+06    3.09187    3.09189    3.09737    3.09737    3.09737    3.09737
2.91743e+06    3.05034    3.05036    3.05575    3.05575    3.05575    3.05575
3.01995e+06    3.00952    3.00954    3.01486    3.01486    3.01486    3.01486
3.12608e+06     2.9694    2.96941    2.97466    2.97466    2.97466    2.97466
3.23594e+06    2.92996    2.92998    2.93515    2.93515    2.93515    2.93515
3.34965e+06     2.8912    2.89121    2.89632    2.89632    2.89632    2.89632
3.46737e+06    2.84903    2.84905    2.85407    2.85407    2.85407    2.85407
3.58922e+06    2.80759     2.8076    2.81255    2.81255    2.81255    2.81255
3.71535e+06    2.76685    2.76686    2.77174    2.77174    2.77174    2.77174
3.84592e+06    2.72681    2.72682    2.73163    2.73163    2.73163    2.73163
3.98107e+06    2.68481    2.68482    2.68955    2.68955    2.68955    2.68955
4.12098e+06    2.64353    2.64353    2.64819    2.64819    2.64819    2.64819
4.2658e+06    2.60295    2.60295    2.60754    2.60754    2.60754    2.60754
4.4157e+06    2.56136    2.56137    2.56588    2.56588    2.56588    2.56588
4.57088e+06    2.52049    2.52049    2.52493    2.52493    2.52493    2.52493
4.73151e+06    2.48031    2.48032    2.48468    2.48468    2.48468    2.48468
4.89779e+06    2.44083    2.44083    2.44512    2.44512    2.44512    2.44512
5.06991e+06    2.40093    2.40093    2.40515    2.40515    2.40515    2.40515
5.24807e+06    2.36171    2.36171    2.36586    2.36586    2.36586    2.36586
5.4325e+06    2.32316    2.32317    2.32655    2.32655    2.32655    2.32655
