# z[kpc], B [G], V [cm s^-1]
 2.000000e-01  1.087004e-05  3.000000e+07
 6.000000e-01  7.509673e-06  3.000000e+07
 1.000000e+00  5.636111e-06  3.000000e+07
 1.400000e+00  4.537299e-06  3.000000e+07
 1.800000e+00  3.846783e-06  3.000000e+07
 2.200000e+00  3.375608e-06  3.000000e+07
 2.600000e+00  3.026015e-06  3.000000e+07
 3.000000e+00  2.747123e-06  3.000000e+07
 3.400000e+00  2.512174e-06  3.000000e+07
 3.800000e+00  2.306840e-06  3.000000e+07
 4.200000e+00  2.123224e-06  3.000000e+07
 4.600000e+00  1.956770e-06  3.000000e+07
 5.000000e+00  1.804676e-06  3.000000e+07
 5.400000e+00  1.665079e-06  3.000000e+07
 5.800000e+00  1.536627e-06  3.000000e+07
 6.200000e+00  1.418262e-06  3.000000e+07
 6.600000e+00  1.309107e-06  3.000000e+07
 7.000000e+00  1.208399e-06  3.000000e+07
 7.400000e+00  1.115463e-06  3.000000e+07
 7.800000e+00  1.029686e-06  3.000000e+07
