# nu[Hz], N(z_1), N(z_2), N(z_3), N(z_4), N(z_5), N(z_6)
 1.035142e+06  9.991472e-01  9.983099e-01  9.978107e-01  9.974718e-01  0.000000e+00  0.000000e+00
 1.071519e+06  9.536149e-01  9.528019e-01  9.523172e-01  9.519882e-01  0.000000e+00  0.000000e+00
 1.109175e+06  9.101573e-01  9.093678e-01  9.088972e-01  9.085776e-01  0.000000e+00  0.000000e+00
 1.148154e+06  8.686799e-01  8.679132e-01  8.674562e-01  8.671459e-01  0.000000e+00  0.000000e+00
 1.188502e+06  8.290925e-01  8.283479e-01  8.279042e-01  8.276028e-01  0.000000e+00  0.000000e+00
 1.230269e+06  7.913089e-01  7.905859e-01  7.901549e-01  7.898623e-01  0.000000e+00  0.000000e+00
 1.273503e+06  7.552470e-01  7.545449e-01  7.541264e-01  7.538423e-01  0.000000e+00  0.000000e+00
 1.318257e+06  7.208283e-01  7.201465e-01  7.197401e-01  7.194642e-01  0.000000e+00  0.000000e+00
 1.364583e+06  6.879780e-01  6.873159e-01  6.869213e-01  6.866533e-01  0.000000e+00  0.000000e+00
 1.412538e+06  6.566246e-01  6.559817e-01  6.555984e-01  6.553382e-01  0.000000e+00  0.000000e+00
 1.462177e+06  6.266999e-01  6.260755e-01  6.257034e-01  6.254507e-01  0.000000e+00  0.000000e+00
 1.513561e+06  5.981387e-01  5.975324e-01  5.971711e-01  5.969257e-01  0.000000e+00  0.000000e+00
 1.566751e+06  5.708791e-01  5.702903e-01  5.699394e-01  5.697011e-01  0.000000e+00  0.000000e+00
 1.621810e+06  5.448616e-01  5.442898e-01  5.439490e-01  5.437176e-01  0.000000e+00  0.000000e+00
 1.678804e+06  5.200296e-01  5.194744e-01  5.191435e-01  5.189188e-01  0.000000e+00  0.000000e+00
 1.737801e+06  4.963292e-01  4.957901e-01  4.954687e-01  4.952505e-01  0.000000e+00  0.000000e+00
 1.798871e+06  4.737088e-01  4.731853e-01  4.728732e-01  4.726613e-01  0.000000e+00  0.000000e+00
 1.862087e+06  4.521192e-01  4.516108e-01  4.513077e-01  4.511020e-01  0.000000e+00  0.000000e+00
 1.927525e+06  4.315134e-01  4.310197e-01  4.307254e-01  4.305256e-01  0.000000e+00  0.000000e+00
 1.995262e+06  4.118466e-01  4.113672e-01  4.110814e-01  4.108873e-01  0.000000e+00  0.000000e+00
 2.065380e+06  3.930760e-01  3.926104e-01  3.923329e-01  3.921444e-01  0.000000e+00  0.000000e+00
 2.137962e+06  3.751607e-01  3.747086e-01  3.744391e-01  3.742561e-01  0.000000e+00  0.000000e+00
 2.213095e+06  3.580619e-01  3.576228e-01  3.573611e-01  3.571834e-01  0.000000e+00  0.000000e+00
 2.290868e+06  3.417422e-01  3.413159e-01  3.410617e-01  3.408892e-01  0.000000e+00  0.000000e+00
 2.371374e+06  3.261662e-01  3.257522e-01  3.255054e-01  3.253379e-01  0.000000e+00  0.000000e+00
 2.454709e+06  3.113001e-01  3.108980e-01  3.106584e-01  3.104957e-01  0.000000e+00  0.000000e+00
 2.540973e+06  2.971114e-01  2.967210e-01  2.964882e-01  2.963302e-01  0.000000e+00  0.000000e+00
 2.630268e+06  2.835693e-01  2.831901e-01  2.829641e-01  2.828107e-01  0.000000e+00  0.000000e+00
 2.722701e+06  2.706443e-01  2.702761e-01  2.700567e-01  2.699076e-01  0.000000e+00  0.000000e+00
 2.818383e+06  2.583083e-01  2.579508e-01  2.577377e-01  2.575929e-01  0.000000e+00  0.000000e+00
 2.917427e+06  2.465345e-01  2.461873e-01  2.459804e-01  2.458398e-01  0.000000e+00  0.000000e+00
 3.019952e+06  2.352972e-01  2.349601e-01  2.347591e-01  2.346227e-01  0.000000e+00  0.000000e+00
 3.126079e+06  2.245721e-01  2.242447e-01  2.240495e-01  2.239170e-01  0.000000e+00  0.000000e+00
 3.235937e+06  2.143357e-01  2.140178e-01  2.138283e-01  2.136996e-01  0.000000e+00  0.000000e+00
 3.349654e+06  2.045659e-01  2.042571e-01  2.040731e-01  2.039481e-01  0.000000e+00  0.000000e+00
 3.467369e+06  1.952412e-01  1.949414e-01  1.947627e-01  1.946413e-01  0.000000e+00  0.000000e+00
 3.589219e+06  1.863415e-01  1.860504e-01  1.858768e-01  1.857590e-01  0.000000e+00  0.000000e+00
 3.715352e+06  1.778474e-01  1.775647e-01  1.773962e-01  1.772817e-01  0.000000e+00  0.000000e+00
 3.845918e+06  1.697405e-01  1.694659e-01  1.693022e-01  1.691911e-01  0.000000e+00  0.000000e+00
 3.981072e+06  1.620029e-01  1.617363e-01  1.615774e-01  1.614695e-01  0.000000e+00  0.000000e+00
 4.120975e+06  1.546181e-01  1.543592e-01  1.542048e-01  1.541000e-01  0.000000e+00  0.000000e+00
 4.265795e+06  1.475697e-01  1.473183e-01  1.471684e-01  1.470667e-01  0.000000e+00  0.000000e+00
 4.415704e+06  1.408427e-01  1.405985e-01  1.404530e-01  1.403541e-01  0.000000e+00  0.000000e+00
 4.570882e+06  1.344221e-01  1.341851e-01  1.340437e-01  1.339477e-01  0.000000e+00  0.000000e+00
 4.731513e+06  1.282943e-01  1.280640e-01  1.279268e-01  1.278335e-01  0.000000e+00  0.000000e+00
 4.897788e+06  1.224457e-01  1.222221e-01  1.220888e-01  1.219983e-01  0.000000e+00  0.000000e+00
 5.069907e+06  1.168636e-01  1.166465e-01  1.165171e-01  1.164292e-01  0.000000e+00  0.000000e+00
 5.248075e+06  1.115360e-01  1.113252e-01  1.111994e-01  1.111141e-01  0.000000e+00  0.000000e+00
 5.432503e+06  1.064512e-01  1.062464e-01  1.061244e-01  1.060415e-01  0.000000e+00  0.000000e+00
 5.623413e+06  1.015981e-01  1.013993e-01  1.012807e-01  1.012002e-01  0.000000e+00  0.000000e+00
 5.821032e+06  9.696624e-02  9.677317e-02  9.665805e-02  9.657986e-02  0.000000e+00  0.000000e+00
 6.025596e+06  9.254548e-02  9.235799e-02  9.224619e-02  9.217027e-02  0.000000e+00  0.000000e+00
