1.035142e+06 1.042116e+01 1.759663e+01 1.910486e+01 1.952816e+01 1.982266e+01 2.012348e+01
1.071519e+06 1.036394e+01 1.720048e+01 1.856733e+01 1.895481e+01 1.922983e+01 1.951933e+01
1.109175e+06 1.029138e+01 1.681615e+01 1.804582e+01 1.839440e+01 1.865470e+01 1.893320e+01
1.148154e+06 1.022098e+01 1.644326e+01 1.752744e+01 1.785072e+01 1.809623e+01 1.836454e+01
1.188502e+06 1.015268e+01 1.603545e+01 1.702453e+01 1.732051e+01 1.755410e+01 1.781286e+01
1.230269e+06 1.007002e+01 1.563980e+01 1.653662e+01 1.680612e+01 1.702804e+01 1.727765e+01
1.273503e+06 9.989814e+00 1.525593e+01 1.605535e+01 1.630559e+01 1.651757e+01 1.675843e+01
1.318257e+06 9.896346e+00 1.488350e+01 1.558844e+01 1.581898e+01 1.602226e+01 1.625472e+01
1.364583e+06 9.805661e+00 1.449219e+01 1.513063e+01 1.534689e+01 1.554168e+01 1.576606e+01
1.412538e+06 9.702798e+00 1.411254e+01 1.468647e+01 1.488824e+01 1.507541e+01 1.529200e+01
1.462177e+06 9.602998e+00 1.374420e+01 1.425556e+01 1.444329e+01 1.462304e+01 1.483212e+01
1.513561e+06 9.492147e+00 1.338684e+01 1.383440e+01 1.401122e+01 1.418415e+01 1.438598e+01
1.566751e+06 9.384595e+00 1.302087e+01 1.342580e+01 1.359178e+01 1.375837e+01 1.395318e+01
1.621810e+06 9.267078e+00 1.266581e+01 1.302732e+01 1.318478e+01 1.334529e+01 1.353333e+01
1.678804e+06 9.153059e+00 1.232134e+01 1.264074e+01 1.278983e+01 1.294455e+01 1.312603e+01
1.737801e+06 9.030083e+00 1.197480e+01 1.226457e+01 1.240661e+01 1.255578e+01 1.273091e+01
1.798871e+06 8.910767e+00 1.163858e+01 1.189886e+01 1.203479e+01 1.217862e+01 1.234760e+01
1.862087e+06 8.783429e+00 1.131239e+01 1.154406e+01 1.167403e+01 1.181273e+01 1.197577e+01
1.927525e+06 8.649122e+00 1.098800e+01 1.119936e+01 1.132402e+01 1.145777e+01 1.161505e+01
1.995262e+06 8.518813e+00 1.067327e+01 1.086495e+01 1.098444e+01 1.111343e+01 1.126513e+01
2.065380e+06 8.382362e+00 1.036793e+01 1.054022e+01 1.065499e+01 1.077937e+01 1.092567e+01
2.137962e+06 8.249973e+00 1.006665e+01 1.022499e+01 1.033538e+01 1.045530e+01 1.059637e+01
2.213095e+06 8.121525e+00 9.774351e+00 9.919097e+00 1.002530e+01 1.014092e+01 1.027693e+01
2.290868e+06 7.996902e+00 9.487685e+00 9.622267e+00 9.724484e+00 9.835930e+00 9.967044e+00
2.371374e+06 7.835786e+00 9.209566e+00 9.334244e+00 9.432650e+00 9.540063e+00 9.666433e+00
2.454709e+06 7.679466e+00 8.937752e+00 9.054779e+00 9.149531e+00 9.253043e+00 9.374821e+00
2.540973e+06 7.527800e+00 8.674043e+00 8.783628e+00 8.874870e+00 8.974605e+00 9.091938e+00
2.630268e+06 7.380649e+00 8.416882e+00 8.520551e+00 8.608414e+00 8.704493e+00 8.817524e+00
2.722701e+06 7.237879e+00 8.167389e+00 8.265314e+00 8.349918e+00 8.442459e+00 8.551325e+00
2.818383e+06 7.099359e+00 7.924623e+00 8.017686e+00 8.099145e+00 8.188263e+00 8.293098e+00
2.917427e+06 6.937967e+00 7.689096e+00 7.777444e+00 7.855865e+00 7.941670e+00 8.042603e+00
3.019952e+06 6.781380e+00 7.460103e+00 7.544370e+00 7.619856e+00 7.702453e+00 7.799610e+00
3.126079e+06 6.629454e+00 7.237938e+00 7.318252e+00 7.390899e+00 7.470393e+00 7.563896e+00
3.235937e+06 6.482051e+00 7.022092e+00 7.098882e+00 7.168784e+00 7.245276e+00 7.335242e+00
3.349654e+06 6.339035e+00 6.812494e+00 6.886061e+00 6.953309e+00 7.026895e+00 7.113439e+00
3.467369e+06 6.182449e+00 6.609146e+00 6.679594e+00 6.744274e+00 6.815048e+00 6.898281e+00
3.589219e+06 6.030524e+00 6.411737e+00 6.479292e+00 6.541487e+00 6.609541e+00 6.689570e+00
3.715352e+06 5.883122e+00 6.220158e+00 6.284971e+00 6.344763e+00 6.410185e+00 6.487114e+00
3.845918e+06 5.740108e+00 6.034254e+00 6.096453e+00 6.153920e+00 6.216797e+00 6.290726e+00
3.981072e+06 5.589738e+00 5.853866e+00 5.913565e+00 5.968784e+00 6.029197e+00 6.100225e+00
4.120975e+06 5.443844e+00 5.678838e+00 5.736139e+00 5.789183e+00 5.847213e+00 5.915434e+00
4.265795e+06 5.302293e+00 5.509015e+00 5.564012e+00 5.614952e+00 5.670679e+00 5.736184e+00
4.415704e+06 5.157498e+00 5.344248e+00 5.397026e+00 5.445933e+00 5.499430e+00 5.562308e+00
4.570882e+06 5.017014e+00 5.184388e+00 5.235029e+00 5.281968e+00 5.333310e+00 5.393647e+00
4.731513e+06 4.880712e+00 5.029292e+00 5.077871e+00 5.122907e+00 5.172165e+00 5.230043e+00
4.897788e+06 4.748468e+00 4.878820e+00 4.925409e+00 4.968605e+00 5.015846e+00 5.071347e+00
5.069907e+06 4.615382e+00 4.732835e+00 4.777501e+00 4.818919e+00 4.864211e+00 4.917411e+00
5.248075e+06 4.486259e+00 4.591204e+00 4.634013e+00 4.673711e+00 4.717118e+00 4.768093e+00
5.432503e+06 4.360979e+00 4.453798e+00 4.494812e+00 4.532847e+00 4.574432e+00 4.623258e+00
5.623413e+06 4.236361e+00 4.320491e+00 4.359771e+00 4.396199e+00 4.436022e+00 4.482770e+00
5.821032e+06 4.115452e+00 4.191161e+00 4.228766e+00 4.263640e+00 4.301760e+00 4.346501e+00
6.025596e+06 3.996189e+00 4.065690e+00 4.101676e+00 4.135049e+00 4.171522e+00 4.214325e+00
6.237348e+06 3.880476e+00 3.943963e+00 3.978384e+00 4.010306e+00 4.045188e+00 4.086118e+00
6.456542e+06 3.768208e+00 3.825869e+00 3.858778e+00 3.889297e+00 3.922641e+00 3.961762e+00
6.683439e+06 3.658090e+00 3.711299e+00 3.742747e+00 3.771911e+00 3.803768e+00 3.841143e+00
6.918310e+06 3.551249e+00 3.600148e+00 3.630185e+00 3.658040e+00 3.688460e+00 3.724148e+00
7.161434e+06 3.446821e+00 3.492314e+00 3.520988e+00 3.547578e+00 3.576609e+00 3.610669e+00
7.413102e+06 3.345501e+00 3.387699e+00 3.415057e+00 3.440424e+00 3.468113e+00 3.500602e+00
7.673615e+06 3.246688e+00 3.286207e+00 3.312292e+00 3.336479e+00 3.362872e+00 3.393843e+00
7.943282e+06 3.150817e+00 3.187744e+00 3.212601e+00 3.235647e+00 3.260787e+00 3.290295e+00
8.222426e+06 3.057524e+00 3.092220e+00 3.115891e+00 3.137836e+00 3.161766e+00 3.189861e+00
8.511380e+06 2.967009e+00 2.999548e+00 3.022074e+00 3.042955e+00 3.065718e+00 3.092448e+00
8.810489e+06 2.878998e+00 2.909643e+00 2.931063e+00 2.950917e+00 2.972553e+00 2.997966e+00
9.120108e+06 2.793490e+00 2.822422e+00 2.842774e+00 2.861637e+00 2.882185e+00 2.906328e+00
9.440609e+06 2.710526e+00 2.737805e+00 2.757126e+00 2.775032e+00 2.794532e+00 2.817447e+00
9.772372e+06 2.629959e+00 2.655714e+00 2.674041e+00 2.691023e+00 2.709511e+00 2.731242e+00
1.011579e+07 2.551742e+00 2.576075e+00 2.593442e+00 2.609531e+00 2.627044e+00 2.647633e+00
1.047129e+07 2.475841e+00 2.498814e+00 2.515255e+00 2.530483e+00 2.547055e+00 2.566541e+00
1.083927e+07 2.402181e+00 2.423860e+00 2.439408e+00 2.453805e+00 2.469469e+00 2.487893e+00
1.122018e+07 2.330701e+00 2.351145e+00 2.365831e+00 2.379426e+00 2.394216e+00 2.411613e+00
1.161449e+07 2.261340e+00 2.280601e+00 2.294456e+00 2.307277e+00 2.321224e+00 2.337633e+00
1.202264e+07 2.194036e+00 2.212165e+00 2.225217e+00 2.237292e+00 2.250428e+00 2.265882e+00
1.244515e+07 2.128731e+00 2.145772e+00 2.158052e+00 2.169406e+00 2.181760e+00 2.196295e+00
1.288250e+07 2.065367e+00 2.081363e+00 2.092897e+00 2.103556e+00 2.115157e+00 2.128806e+00
1.333521e+07 2.003887e+00 2.018878e+00 2.029694e+00 2.039683e+00 2.050558e+00 2.063353e+00
1.380384e+07 1.944235e+00 1.958260e+00 1.968383e+00 1.977727e+00 1.987902e+00 1.999874e+00
1.428894e+07 1.886359e+00 1.899453e+00 1.908908e+00 1.917630e+00 1.927132e+00 1.938311e+00
1.479108e+07 1.830204e+00 1.842403e+00 1.851215e+00 1.859339e+00 1.868192e+00 1.878606e+00
1.531087e+07 1.775721e+00 1.787058e+00 1.795249e+00 1.802797e+00 1.811025e+00 1.820704e+00
1.584893e+07 1.722859e+00 1.733366e+00 1.740961e+00 1.747954e+00 1.755580e+00 1.764550e+00
1.640590e+07 1.671571e+00 1.681279e+00 1.688299e+00 1.694758e+00 1.701805e+00 1.710093e+00
1.698244e+07 1.621810e+00 1.630749e+00 1.637215e+00 1.643161e+00 1.649649e+00 1.657281e+00
1.757924e+07 1.573530e+00 1.581729e+00 1.587662e+00 1.593114e+00 1.599065e+00 1.606065e+00
1.819701e+07 1.526687e+00 1.534175e+00 1.539594e+00 1.544571e+00 1.550006e+00 1.556397e+00
1.883649e+07 1.481238e+00 1.488042e+00 1.492967e+00 1.497487e+00 1.502425e+00 1.508232e+00
1.949845e+07 1.437143e+00 1.443288e+00 1.447738e+00 1.451819e+00 1.456279e+00 1.461523e+00
2.018366e+07 1.394360e+00 1.399872e+00 1.403865e+00 1.407524e+00 1.411524e+00 1.416228e+00
2.089296e+07 1.352851e+00 1.357754e+00 1.361307e+00 1.364561e+00 1.368120e+00 1.372303e+00
2.162719e+07 1.312578e+00 1.316896e+00 1.320026e+00 1.322891e+00 1.326025e+00 1.329709e+00
