# z[kpc], B [G], V [cm s^-1], R [cm], t_ad [s], t_ad_R [s], t_ad_V [s], t_adv [s]
 0.000000e+00  1.600000e-05  2.800000e+07  1.850000e+22  1.500000e+17  3.000000e+17  3.000000e+17  0.000000e+00 
 2.777778e-02  1.591136e-05  2.800000e+07  1.850000e+22  1.500000e+17  3.000000e+17  3.000000e+17  3.061188e+12 
 5.555556e-02  1.582321e-05  2.800000e+07  1.850000e+22  1.500000e+17  3.000000e+17  3.000000e+17  6.122376e+12 
 8.333333e-02  1.573554e-05  2.800000e+07  1.850000e+22  1.500000e+17  3.000000e+17  3.000000e+17  9.183564e+12 
 1.111111e-01  1.564837e-05  2.800000e+07  1.850000e+22  1.500000e+17  3.000000e+17  3.000000e+17  1.224475e+13 
 1.388889e-01  1.556167e-05  2.800000e+07  1.850000e+22  1.500000e+17  3.000000e+17  3.000000e+17  1.530594e+13 
 1.666667e-01  1.547546e-05  2.800000e+07  1.850000e+22  1.500000e+17  3.000000e+17  3.000000e+17  1.836713e+13 
 1.944444e-01  1.538972e-05  2.800000e+07  1.850000e+22  1.500000e+17  3.000000e+17  3.000000e+17  2.142832e+13 
 2.222222e-01  1.530446e-05  2.800000e+07  1.850000e+22  1.500000e+17  3.000000e+17  3.000000e+17  2.448950e+13 
 2.500000e-01  1.521967e-05  2.800000e+07  1.850000e+22  1.500000e+17  3.000000e+17  3.000000e+17  2.755069e+13 
 2.777778e-01  1.513535e-05  2.800000e+07  1.850000e+22  1.500000e+17  3.000000e+17  3.000000e+17  3.061188e+13 
 3.055556e-01  1.505150e-05  2.800000e+07  1.850000e+22  1.500000e+17  3.000000e+17  3.000000e+17  3.367307e+13 
 3.333333e-01  1.496811e-05  2.800000e+07  1.850000e+22  1.500000e+17  3.000000e+17  3.000000e+17  3.673426e+13 
 3.611111e-01  1.488519e-05  2.800000e+07  1.850000e+22  1.500000e+17  3.000000e+17  3.000000e+17  3.979545e+13 
 3.888889e-01  1.480272e-05  2.800000e+07  1.850000e+22  1.500000e+17  3.000000e+17  3.000000e+17  4.285663e+13 
 4.166667e-01  1.472071e-05  2.800000e+07  1.850000e+22  1.500000e+17  3.000000e+17  3.000000e+17  4.591782e+13 
 4.444444e-01  1.463916e-05  2.800000e+07  1.850000e+22  1.500000e+17  3.000000e+17  3.000000e+17  4.897901e+13 
 4.722222e-01  1.455805e-05  2.800000e+07  1.850000e+22  1.500000e+17  3.000000e+17  3.000000e+17  5.204020e+13 
 5.000000e-01  1.447740e-05  2.800000e+07  1.850000e+22  1.500000e+17  3.000000e+17  3.000000e+17  5.510139e+13 
 5.277778e-01  1.439719e-05  2.800000e+07  1.850000e+22  1.500000e+17  3.000000e+17  3.000000e+17  5.816257e+13 
 5.555556e-01  1.431743e-05  2.800000e+07  1.850000e+22  1.500000e+17  3.000000e+17  3.000000e+17  6.122376e+13 
 5.833333e-01  1.423811e-05  2.800000e+07  1.850000e+22  1.500000e+17  3.000000e+17  3.000000e+17  6.428495e+13 
 6.111111e-01  1.415923e-05  2.800000e+07  1.850000e+22  1.500000e+17  3.000000e+17  3.000000e+17  6.734614e+13 
