0.0; 0.00857434419191; 0.0042756438017
1000.0; 0.0074384163159; 0.00428540078554
2000.0; 0.00509413071858; 0.00274918713384
3000.0; 0.00254384780655; 0.00126454198924
4000.0; 0.00132637634265; 0.000478570467771
5000.0; 0.000793870666828; 0.000242130352272
6000.0; 0.000491375301499; 0.00012216948496
7000.0; 0.000318560108051; 0.00011402038601
8000.0; 0.000174469330247; 8.41143912838e-05
9000.0; 9.58302004398e-05; 5.76469901475e-05
10000.0; 4.40113668042e-05; 3.41522271726e-05
11000.0; 1.33578237901e-05; 2.23702643293e-05
